Product_URL,Product_Name, Product_Price ,Rating,Number_of_reviews,Description,ASIN,Product Description,Manufacturer
https://amzn.eu/d/67wzDNa,HEROZ," ? 1,499 ",4.3,"1,246",N/A,B07MGDFT9C,N/A,Heroz
https://amzn.eu/d/0PZRXes,KIPTACK ," ? 2,499 ",5,53,N/A,B0C16X9QM7,"Kiptack aims to boost productivity through functional and stylish laptop accessories. Through continuous feedback and innovation, we strive to make products tailored to our customers' needs.",KIPTACK
https://amzn.eu/d/4ZZmxUB,KILLER ," ? 2,067 ",4.4,"3,103",N/A,B07CDD6YS2,"Stylish and Durable Spacious Laptop Backpack for Travel Killer LOUIS 15.6 inch laptop backpack is made of High grade water resistance PU coated polyester material that gives it strength and makes it durable for long-term use. It features 3 large well padded zippered compartments and One large easy access front pocket. Well padded laptop section fits upto 15.6 inch laptop, middle compartment is big enough to hold your office or weekend trip cloths or daily use belongings, front compartment with organizer section is to keep all official documents and small electronic gadgets, you can use it to store the charger, mouse, pen drive, notepad, pen and other essentials it also has one front zippered pockets for easy access items,. Killer LOUIS backpack features two mesh side pockets, where you can keep your water bottle or any other item for an quick access. Waterproof large Laptop Backpack Bag. Killer LOUIS laptop backpack is perfect laptop bag for you, its cushioned laptop pocket keep your laptop securely tight and protected while you are on the move. This laptop bag pack suits your style & is very comfortable to carry, its ergonomics and makes you forget the load you are carrying, well-padded shoulder straps ease the carrying Outer Fabric: Durable PU coated Linen Polyester Fabric. Compartments & Pockets: 3 main compartment, One front Pocket, Two side mesh pockets. Compatible laptop Size: Upto 15.6 inches. Weight: 800gm; Dimensions: 13.00x18.75x9.50 inches (WxHxD).",Ambrosia Bags
https://amzn.eu/d/7FuRBkN,Martucci , ? 549 ,3.9,"1,150",N/A,B088B4P6ZW,"Martucci backpack is a sleek, light bag with a young-at-heart design that's perfect for school or daily travel. Made for daily use, this bag is not oversized and is meant to carry your essentials. With its trendy looks and easy-to-organize design, this bag is cute and suave as well as useful, to help you complete your look. Quietly stylish and durable, it features multiple compartments to help organize your stuff.",Martucci
https://amzn.eu/d/7oeTPje,Wesley, ? 550 ,4.3,"1,452",N/A,B085S444JV,DESGNED FOR PERFECTION WESLEY MILESTONE BACKPACK15.6 INCHES,Wesley
https://amzn.eu/d/apecekQ,URBAN TRIBE, ? 939 ,3.9,258,N/A,B01LXNNFDF,URBAN TRIBE HAVANA,Backpack International Pvt Ltd
https://amzn.eu/d/5YeXz3O,FUR JADEN, ? 679 ,4,"1,331",N/A,B09VTDMRY7,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",FUR JADEN
https://amzn.eu/d/694o7bL,Safari, ? 599 ,3.8,71,N/A,B09B277CR5,N/A,Safari Industries
https://amzn.eu/d/j9ZGXCr,FUR JADEN," ? 1,329 ",4.1,275,N/A,B0BSHBH9K2,"Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised. Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe. Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.",Fur Jaden
https://amzn.eu/d/3doRrck,Genie, ? 899 ,5,1,N/A,B097JHSJTL,"Genie Lily Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.36 litres (19 inch) Black colour",Safari
https://amzn.eu/d/jfCaMVy,ADISA , ? 646 ,3.8,47,N/A,B0BPTV3795,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.",ADISA
https://amzn.eu/d/3J536Uk,Carbonado ," ? 3,490 ",4.4,23,N/A,B0BJYDK3C5,N/A,Bplugd IOT Pvt Ltd
https://amzn.eu/d/7cDPvRh,uppercase ," ? 1,900 ",4.6,24,N/A,B0BR1C59R8,N/A,Acefour Accessories Pvt. Ltd
https://amzn.eu/d/54bZ9kW,EUME , ? 999 ,4.1,23,N/A,B08R58K6QX,"access essentials in jiffy it has a dual front pocket that can easily,smart design,smart usuage","?EUME, B-1 Nandkishore Industrial Estate off, Mahakali Caves Road, Andheri East, Mumbai-400093"
https://amzn.eu/d/bHPzlb4,EUME , ? 999 ,4.1,23,N/A,B08R58K6QX,"access essentials in jiffy it has a dual front pocket that can easily,smart design,smart usuage","?EUME, B-1 Nandkishore Industrial Estate off, Mahakali Caves Road, Andheri East, Mumbai-400093"
https://amzn.eu/d/du8a3Fa,AMIC ," ? 1,799 ",4.5,6,N/A,B0BZ96MSN9,"With Amic Bags’ Backpacks, the trend for colourful and vibrant accessories really got your back. Backpacks are unarguably the most important fashion essential and make for a valuable and comfortable alternative to other bags available.

The hand-crafted fabric by expert artisans is meant to last longer than you can expect. Special attention is given to making work backpacks for women more spacious, secure and suitable for all seasons and occasions. With backpacks, you can enjoy the freedom of hands while commuting and focus instead on your phone, book or coffee cup.",N/A
https://amzn.eu/d/5Pmzb4J,Genie , ? 999 ,4.5,36,N/A,B097JJFF6Z,"How do you describe a Perfect School Backpack? Spacious enough to carry all the books, yet Light Weight! Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Heartbeat School Bag.",Safari
https://amzn.eu/d/7YEfRXh,Gear, ? 979 ,4.4,282,N/A,B07G44G1DC,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",Gear Merchandise PVT LTD
https://amzn.eu/d/as6HxFq,TABELITO, ? 549 ,4,246,N/A,B08Y5S6C2P,N/A,Tabelito Trade India
https://amzn.eu/d/jhqkkXO,Half Moon, ? 849 ,3.9,468,N/A,B0BJ32LQ6X,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",Amazing Bags
https://amzn.eu/d/9JfOomX,F Gear, ? 449 ,4.4,53,N/A,B08NYGBDB8,"Miles’ by F Gear is a fanny pack which is spacious, trendy, exclusive & easy to carry. This is unmatched in terms of looks and personality. To describe it briefly here are the following points: 1. This having two small front zippered pockets suitable for many small accessories like keys, pen drive, Bluetooth etc. 2. One back pocket suitable passport/mobile etc. 3. This fanny pack has a huge main compartment suitable for wallet, small notepad, pen, sunglasses & other belongings. 4. This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap. 5. This fanny pack is made of Polyester fabric and is treated to make it water-resistant. 6. Comes with The F Gear promise of quality and durability.",Uber Fashion Merchandise Pvt Ltd
https://amzn.eu/d/Iyvhe0j,RNTR, ? 489 ,4.7,27,N/A,B0C74Q2YWS,N/A,RNTR
https://amzn.eu/d/acUrWOo,KBBRD, ? 512 ,4,"1,155",N/A,B09321GJXZ,N/A,"?Texcoco Enterprices, Texcoco Enterprices, 9958166528"
https://amzn.eu/d/4XJ8yv6,RIGHT CHOICE, ? 259 ,3.5,91,N/A,B07ZVXDHCK,"A stylish bag that always looks as good as you do. Comfortable to carry without compromising on style/fashion. It is designed to be convenient, and has safe storage. Makes a standout addition to your collection",Right Choice
https://amzn.eu/d/9JmkD5H,ZEBRONICS , ? 799 ,0,0,N/A,B0C6QWBRSB,N/A,Zebronics India Private Limited
https://amzn.eu/d/cOQIUmJ,uppercse," ? 1,900 ",4.6,24,N/A,B0BR1C59R8,N/A,Acefour Accessories Pvt. Ltd
https://amzn.eu/d/0N3lIna,Dyazo, ? 799 ,4.4,159,N/A,B0BRJLWQ6R,N/A,Dyazo
https://amzn.eu/d/cfzGGcI,FUR JADEN," ? 1,329 ",4.1,276,N/A,B0BSHBC51P,"Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised. Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe. Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.",Fur Jaden
https://amzn.eu/d/dqCq4EH,Amazon Basics, ? 799 ,4.7,163,N/A,B0C3RDFPVN,"Carry your laptop conveniently with this stylish laptop messenger bag from Amazon Basics. It comes with a padded pocket suitable for a 15"" laptop, and other pockets to store small items. It is made from durable, water-resistant nylon and protects your belongings against accidental scratches, drops, shocks, and spills. The metal zippers add to its sturdiness and reliability. It comes with an adjustable shoulder strap, that may be removed to carry it as a handbag. It attaches easily to trolleys or luggage handles, making it the perfect on-the-go laptop case.","?IRIS TECH, IRIS TECH,G-1/G-2, Dharam complex, Phase-1, Opp.Sapna Bar, Anjur Mankoli Road, Bhiwandi-421302"
https://amzn.eu/d/iLswyh7,F Gear," ? 1,430 ",4.3,175,N/A,B07XMRGQCM,"The product will be an excellent pick for you. It ensures an easy maintenance.

",Uber Fashion Merchandise Pvt. Ltd
https://amzn.eu/d/7iiCzpW,Lenovo , ? 979 ,4.3,504,N/A,B075Y8294N,N/A,"Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560159"
https://amzn.eu/d/3AdRUgh,ADISA , ? 699 ,3.8,47,N/A,B0BPVLXD53,ADISA LARGE LATOP BACKPACK WITH RAIN COVER,ADISA
https://amzn.eu/d/19P8HWV,FUR JADEN, ? 949 ,4.3,189,N/A,B094DGX84G,laptop bag for regular use,FUR JADEN
https://amzn.eu/d/ifFaC91,FATMUG," ? 1,099 ",4.2,181,N/A,B07YFNXC3H,FATMUG FOLDABLE DUFFEL,Stoned Walls
https://amzn.eu/d/icOM7yY,uppercase ," ? 2,300 ",4.3,26,N/A,B0BSH4H4DB,Standout in sustainable fashion with uppercase—India’s 1st GRS-certified bags brand. We are an environmentally sensitive brand of Travel Gear for the young with a taste for things that don’t just help them look or feel good but also do good. And it's ready to get working and go places with you,Acefour Accessories Pvt. Ltd
https://amzn.eu/d/5OA5ufy,uppercase ," ? 1,800 ",4.3,22,N/A,B0BR1D4SL1,N/A,Acefour Accessories Pvt. Ltd
https://amzn.eu/d/cdmWm7x,EUME ," ? 1,199 ",4.2,52,N/A,B08R563J3T,"access essentials in jiffy it has a dual front pocket that can easily,smart design,smart usuage",Avon Lifestyle Pvt Ltd
https://amzn.eu/d/3a0CQr5,EUME , ? 999 ,4.1,23,N/A,B08R58K6QX,"access essentials in jiffy it has a dual front pocket that can easily,smart design,smart usuage","?EUME, B-1 Nandkishore Industrial Estate off, Mahakali Caves Road, Andheri East, Mumbai-400093, EUME Lifetsyle Pvt Ltd, Customer Care Email : customercare@eumeworld.com, Customer Care Contact : 9321366003"
https://amzn.eu/d/i0eBhGr,ZOUK," ? 1,689 ",4.2,10,N/A,B09DF2NPCS,"This is a Proudly Indian and 100% PeTA approved Vegan product from Zouk. It has a stylish print inspired by India's rich heritage. It has sturdy and durable accessories, with a zip closure and double straps (non-adjustable). The bag contains a single main compartment. This compartment has an inner padded laptop compartment that can fit up to a 15.6 inch laptop. The compartment also has an inbuilt phone, keychain and pen slot.",Sea Turtle Pvt Ltd
https://amzn.eu/d/7pYNXZu,ADISA , ? 646 ,3.8,47,N/A,B0BPTV3795,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.",ADISA
https://amzn.eu/d/ewANBo5,Amazon Basics, ? 449 ,4.7,163,N/A,B0C3RC1ZG2,"Carry your daily essentials comfortably with this stylish sling bag from Amazon Basics. It contains one main compartment and three zippered pockets to safely store your belongings. It is made from premium, durable, water-resistant nylon, and comes with an adjustable strap and a strong, anti-scratch buckle. This sturdy, lightweight sling bag fits easily into a suitcase or luggage bag, making it the perfect travel accessory and a great gift for your loved ones.","?IRIS TECH, IRIS TECH,G-1/G-2, Dharam complex, Phase-1, Opp.Sapna Bar, Anjur Mankoli Road, Bhiwandi-421302"
https://amzn.eu/d/gGwmdhJ,Genie," ? 1,149 ",4,22,N/A,B07QFF2RZR,N/A,Safari Industries (India) Ltd
https://amzn.eu/d/2ThqW0C,Lunar's , ? 899 ,3.9,"1,049",N/A,B08YZ5XY31,LUNARS BINGO YOUR  CARRY PARTNER,"Akshaya Rubbers, Hebbal Industrial Area, Mysore"
https://amzn.eu/d/0fQuVMH,PAZZO, ? 849 ,4,231,N/A,B07VT3F795,"Our largest daypack, the Alto 40L Pack features multiple compartments and pockets that hold a full day’s worth of gear and keeps everything organized and accessible so you can move freely. The Alto houses everything in three roomy main compartments - The main compartment can hold majority of your sizeable items like books and has a lined sleeve to organise gear. The secondary compartment can carry additional stuff like lunch and running shoes for your workout. The third compartment has an internal organization slot to organize your valuables and keys. A zip closing front pocket carries charger and electrical cords. 3D Airflow mesh on the shoulder straps and back panel prevents overheating and two side stretch pockets keep water bottles within reach. Padded handle and reinforced haul loop for easy grab",PAZZO
https://amzn.eu/d/aajahrr,NORTH ZONE, ? 486 ,4.5,0,N/A,B0BW95MXRJ,"A sporty versatile Backpack from Northzone. It has a top opening compartment for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day. This backpack can be carried in 2 ways as it has an additional front handle to hold it in case you’re unable to carry it on your back.",N/A
https://amzn.eu/d/aajahrr,NORTH ZONE, ? 486 ,4.5,0,N/A,B0BW95MXRJ,"A sporty versatile Backpack from Northzone. It has a top opening compartment for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day. This backpack can be carried in 2 ways as it has an additional front handle to hold it in case you’re unable to carry it on your back.",N/A
https://amzn.eu/d/giU2F9O,THE CLOWNFISH," ? 1,299 ",4.1,348,N/A,B07PHSQ1SJ,"The Clownfish is an enhanced brand that endorses high efficient designed bags that are known for Endurance, Durability, and Elegance. It has an exclusive top-rated collection of bags that complement every mood of our customers, ranging from Briefcases, messenger bags, Backpacks, Duffels, Slings, Wallets & more.

The Clownfish understands the needs of the modern consumer and on that basis, it designs its product in adherence to Style, Color, Mood as well as Quality. Presently, The Clownfish has 500 plus products in its house, designed efficiently from Leather, leatherette, polyester, canvas, nylon, etc thus offering a wide number of choices to the customers. We at The Clownfish prioritize our customers and deliver the best service we can and ensure maximum satisfaction",The Clownfish
https://amzn.eu/d/21sCFEv,Chris & Kate, ? 899 ,5,0,N/A,B0CC9DS5HX,"This Chris & Kate Trendy Polyester School bag is a versatile and functional accessory suitable for school, college and everyday use. Made from durable materials, it features three spacious main compartments that can accommodate books, a laptop, or other essentials. With multiple pockets, it offers convenient storage for smaller items like keys, wallets, and smartphones. Chris & Kate Backpack is designed with comfort in mind. They typically feature padded shoulder straps and back panels to distribute the weight evenly across your back, reducing strain on your shoulders and spine. This backpack also has two mesh pockets for umbrella and bottle on the side to keep you hydrated on the go!", ? Chris & Kate
https://amzn.eu/d/8rcRhAe,Genie, ? 899 ,5,1,N/A,B097JHSJTL,"Genie Lily Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.36 litres (19 inch) Black colour",Safari
https://amzn.eu/d/dksrlTr,wildcraft," ? 1,374 ",4.4,308,N/A,B07FC4D9B5,"Fits upto 15 inch. Side mesh pocket for water bottle. Padded back system for carrying comfort. Webbing haul loop. Internal organizer. Material Specifications: 420D Poly Ripstop coated, 210D Nylon Poly Melange, 420D TM Poly Dobby.",Wildcraft
https://amzn.eu/d/9rsvSrS,Half Moon, ? 649 ,3.6,26,N/A,B0C1NZLF67,SCHOOL BAG AND USED FOR LAPTOP BAG ALSO,Half_Moon
https://amzn.eu/d/06VyIXO,Tommy Hilfiger," ? 1,649 ",4.1,21,N/A,B07N99SXB1,N/A,Brand Concepts Ltd
https://amzn.eu/d/9ugHwa5,Sprqcart, ? 474 ,4.5,11,N/A,B0C3RBGHCN,LARGE CAPACITY CONVENIENT STORAGE BAG,It's Apna
https://amzn.eu/d/ij3DVjG,DZert, ? 249 ,3.8,"1,271",N/A,B07BNS3KNX,DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids,Dzert
https://amzn.eu/d/hd6mc10,Half Moon, ? 699 ,3.9,143,N/A,B09GG53CSL,"Half Moon backpack is designed to be used everywhere you can use it as:- college bag(as it has numerous pockets inside), school bag(there is very large space inside the bag that can be used to carry numerous books), travel backpack(the volume of this backpack is 35 litres and that is enough for travelling), laptop bag(as it contains a laptop sleeve). It is navy in colour so that it will not become dirty easily it has padded straps to make it easy to carry. It is fully waterproof to protect your laptop, books etc from water and rain. The material used in this bag is dust-free so, that it can produce your backpack from dust. It has a rain cover which is very useful in the rainy season to protect your backpack from rain. It can be used everywhere as well as by everyone be it men? , women? , boys and girls",Half_Moon (AB Amazing Bags)
https://amzn.eu/d/itjNrg5,Martucci , ? 809 ,3.7,52,N/A,B0BRJRVH6D,N/A,Martucci
https://amzn.eu/d/asOt1XJ,Generic, ? 499 ,0,0,N/A,B0CBBHGKYH,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.. Durable Its high-quality fabric and seam strength ensure that this backpack lasts long, even if you use it all day, everyday. Lightweight Eco-friendly Fabric Designed with an eco-friendly, virgin polyester fabric, this bag is lightweight and easy to carry. Water- and Stain-resistant Take this backpack with you everywhere you go, to office or to a trek, without worrying about damage as it’s stain-resistant and fluid-resistant.",N/A
https://amzn.eu/d/7ScA0bs,uppercase ," ? 1,000 ",4.2,48,N/A,B0B691HSL3,"If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO? emission. * *Approximate calculations based on information available on www.textilevaluechain.in",Acefour Accessories Pvt. Ltd
https://amzn.eu/d/aDM92lN,POLICE ," ? 1,399 ",4.1,"1,087",N/A,B09CQ5T3LN,Backpack,N/A
https://amzn.eu/d/D3a6vks,FUR JADAN, ? 679 ,4,"1,334",N/A,B09VTDMRY7,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",FUR JADEN
https://amzn.eu/d/0MCiZui,Sprqcart, ? 474 ,4.5,11,N/A,B0C3RBGHCN,LARGE CAPACITY CONVENIENT STORAGE BAG,It's Apna
https://amzn.eu/d/0I1dVMA,DZert, ? 249 ,3.8,"1,271",N/A,B07BNS3KNX,DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids,Dzert
https://amzn.eu/d/iiK3nyD,Half Moon, ? 699 ,3.9,143,N/A,B09GG53CSL,"Half Moon backpack is designed to be used everywhere you can use it as:- college bag(as it has numerous pockets inside), school bag(there is very large space inside the bag that can be used to carry numerous books), travel backpack(the volume of this backpack is 35 litres and that is enough for travelling), laptop bag(as it contains a laptop sleeve). It is navy in colour so that it will not become dirty easily it has padded straps to make it easy to carry. It is fully waterproof to protect your laptop, books etc from water and rain. The material used in this bag is dust-free so, that it can produce your backpack from dust. It has a rain cover which is very useful in the rainy season to protect your backpack from rain. It can be used everywhere as well as by everyone be it men? , women? , boys and girls",Half_Moon (AB Amazing Bags)
https://amzn.eu/d/hOHMboy,Martucci , ? 809 ,3.7,52,N/A,B0BRJRVH6D,N/A,Martucci
https://amzn.eu/d/5SEybIR,URBAN TRIBE, ? 939 ,3.9,258,N/A,B01LXNNFDF,URBANTRIBE,Backpack International Pvt Ltd
https://amzn.eu/d/9ngr4cr,TRUE HUMAN, ? 649 ,3.8,3,N/A,B0C6HZDWRQ,EMPEROR,N/A
https://amzn.eu/d/i8ixAIK,MuscleBlaze, ? 449 ,5,4,N/A,B0C8BBNB8B,"MuscleBlaze Gym Duffle Bag - Great for Life On The Go! With the ever-challenging life and schedule, it is hard to fit exercise into the routine. Carry your compact and handy MuscleBlaze Gym duffle bag everywhere with no fuss to save time. This 30-litre capacity gym bag is great for your life on the go. It also works well as a yoga bag, weekender bag, sports bag, and overnight bag. This 30-litre MuscleBlaze Gym Duffle Bag has a breathable side net pocket that is great for keeping your gym shaker, water bottle, mask, or sweaty gym clothes. It also has a secure outside pocket that has a sturdy and reliable zipper to keep your valuables like wallet, mobile, etc. safe as well as be easily accessible for you. This duffle bag for travel has a secure and sturdy main zipper which provides easy access to the main compartment that is spacious enough for sports equipment, gear, clothes, and shoes. It is made of high-quality fabric that is not only tough and lightweight but also water-resistant.",Bright Lifecare Pvt. Ltd
https://amzn.eu/d/89fxkkp,Gear, N/A ,4.4,172,N/A,B097KDRZ67,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements",Gear
https://amzn.eu/d/aFIc7fg,Impluse," ? 1,529 ",5,3,N/A,B0C1H2PRCF,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs",N/A
https://amzn.eu/d/bDpcTF2,Impluse," ? 1,439 ",4,1,N/A,B0C3MM9MPK,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs",N/A
https://amzn.eu/d/gb3GVww,CAPRIFF, ? 699 ,3.8,369,N/A,B09V5HRYR7,"Teal in color so that it does not catch dust easily || A SECRET POCKET at bottom || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like HP , Dell , Asus , Lenovo , mi etc",Capriff
https://amzn.eu/d/cmxuEjI,CAPRIFF, ? 539 ,3.8,369,N/A,B084T7X2HX,"Teal in color so that it does not catch dust easily || A SECRET POCKET at bottom || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like HP , Dell , Asus , Lenovo , mi etc",N/A
https://amzn.eu/d/7iPRKRW,Gear, ? 979 ,4.4,349,N/A,B07G4CYC74,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",Gear Merchandise PVT LTD
https://amzn.eu/d/9EhowKH,Meek, ? 999 ,5,2,N/A,B0C7WKWTZJ,"Meek Backpacks feature modern designs that can be as bold or as understated as you want to make them The cases are constructed from durable, high-quality materials designed to provide the utmost protection for a broad range of notebook form factors.
This classic unisex backpack is is compatible 17 inch laptop along with Laptop Charger, Official Notebooks, Pen, Hard Drive, Powerbank, Lunch Box, Water Bottle etc.
It is very convenient to carry and lightweight with padded shoulderr strap which gives you all day long relax and proper coushning to your shoulder while you carry it.",Bansal Traders Delhi
https://amzn.eu/d/at4zy2B,Half Moon, ? 599 ,3.7,50,N/A,B0C6N3MYL2,SCHOOL BAGS AND COLLEGE BAGPACK FOR MEN AND COLLEGE BACK PACK FOR WOMENS,Half_Moon
